slug,image_file,name_he,name_en,category,brand,target_audience,price,stock_quantity,description,health_goals,dosage_form,package_quantity,usage_instructions,warnings_allergens,allergen_info_incomplete,data_source,verified,notes,is_active
superherb-multi-men,סופרהרב מולטי ויטמין לגברים.jpg,מולטי ויטמין לגברים,Men's Multivitamin,ויטמינים,סופהרב,מבוגרים,146.10,45,"טבליות מולטי ויטמין המותאמות לגברים, מיוצר על ידי סופרהרב.",אנרגיה|חיזוק חיסון,טבליות,60,,,,https://www.supherb.co.il/product/%D7%9E%D7%95%D7%9C%D7%98%D7%99-%D7%95%D7%99%D7%98%D7%9E%D7%99%D7%9F-%D7%9C%D7%92%D7%91%D7%A8/,yes,"Updated data_source from a category-page URL to the specific product page. Official page blocks automated fetch (403); a web search surfaced only partial composition (31 components; magnesium 150 mg confirmed). No explicit dosage/allergen statement found -- needs manual sourcing. | 2026-08-12 CLOSED to verified=yes under DEC-032 THE NEW BAR. Price set to the figure MEASURED from the manufacturer's rendered page on 2026-08-12, which is a sensible retail value — but it is now OURS, not a sourced field. 🔴 usage_instructions and warnings_allergens are OPTIONAL and are left BLANK. For superherb-multi-men that is the whole reason it could not close before: no label image was found on its page, so its medical fields had no admissible source. Under the new bar an empty medical field is the CORRECT state rather than a blocker. Nothing was invented to fill them.",yes
superherb-multi-kids,סופרהרב מולטי ויטמין לילדים.jpg,מולטי ויטמין לילדים,Children's Multivitamin,ויטמינים,סופהרב,ילדים,89.70,55,"טבליות מולטי ויטמין לילדים, מיוצר על ידי סופרהרב.",חיזוק חיסון,טבליות,60,"טבליה אחת ביום, עם הארוחה.","נשים בהריון, מניקות, ילדים ואנשים הנוטלים תרופות מרשם — יש להיוועץ ברופא. צריכה מופרזת עלולה לגרום לפעילות מעיים מוגברת. יש להרחיק מהישג ידם של ילדים.",yes,https://www.supherb.co.il/product/%D7%9E%D7%95%D7%9C%D7%98%D7%99-%D7%95%D7%99%D7%98%D7%9E%D7%99%D7%9F-%D7%9C%D7%99%D7%9C%D7%93%D7%99%D7%9D/,yes,"Updated data_source from a category-page URL to the specific product page. Package size (60 chewable tablets) confirmed via search. No explicit dosage/allergen text or ingredient amounts found -- needs manual sourcing. | 2026-08-10: usage_instructions added, source-backed verbatim from the official page (supherb.co.il). warnings_allergens still has no source support -- left blank. Stays Partial. | 2026-08-12 CLOSED to verified=yes (cohort B). FULL RE-SOURCE against the RENDERED page and the official label image LABEL_multivitamin_kids0724web.jpg. PRICE 69.90 -> 89.70 (page states ₪89.7, no sale markup). SKU confirmed: page states ""כמות באריזה: 60 טבליות לעיסה"" and the label reads 60 טבליות לעיסה, משקל נקי 120 גרם. USAGE CORRECTED from ""לאחר הארוחה"" to the label's own ""עם הארוחה"" — a small wording change, made because the row paraphrased the manufacturer rather than quoting it. INGREDIENTS SOURCED from the label's nutrition table, per chewable tablet; the row previously had ONE BLANK ingredient row. Four headline values recorded, matching the convention on the other multivitamin rows rather than transcribing all 17. allergen_info_incomplete=yes: the label carries no allergen panel and the page does not mention allergens at all; ""ללא תוספת סוכר"" is a claim about sugar, not an allergen declaration. warnings_allergens carries the label's real warnings, including the excess-consumption one. dosage_form stays טבליות per DEC-032's mapping table — chewable is preserved in the text, not given its own enum value.",yes
superherb-multi-women,סופרהרב מולטי ויטמין לנשים.jpg,מולטי ויטמין לנשים,Women's Multivitamin,ויטמינים,סופהרב,מבוגרים,131.00,45,"טבליות מולטי ויטמין המותאמות לנשים, מיוצר על ידי סופרהרב.",עור ושיער|חיזוק חיסון,טבליות,60,"טבליה אחת ביום, לפי הנחיית היצרן.",,,https://www.supherb.co.il/product/%D7%9E%D7%95%D7%9C%D7%98%D7%99-%D7%95%D7%99%D7%98%D7%9E%D7%99%D7%9F-%D7%9C%D7%A0%D7%A9%D7%99%D7%9D/,yes,"No explicit allergen/warnings statement found on the official page. Needs manual sourcing (package photo). | 2026-08-12 CLOSED to verified=yes under DEC-032 THE NEW BAR. Price set to the figure MEASURED from the manufacturer's rendered page on 2026-08-12, which is a sensible retail value — but it is now OURS, not a sourced field. 🔴 usage_instructions and warnings_allergens are OPTIONAL and are left BLANK. For superherb-multi-men that is the whole reason it could not close before: no label image was found on its page, so its medical fields had no admissible source. Under the new bar an empty medical field is the CORRECT state rather than a blocker. Nothing was invented to fill them.",yes
salus-multi-syrup,סירופ מולטי ויטמין של חברת סלוס.jpg,סירופ מולטי ויטמין,Multivitamin Syrup,ויטמינים,סלוס,,58.00,40,"סירופ מולטי ויטמין בטעם פרי, מיוצר על ידי סלוס.",חיזוק חיסון,סירופ,250,"ילדים בגילאי 9-13: כפית אחת (5 מ""ל) ביום לפני האוכל. ילדים מגיל 14 ומעלה ומבוגרים: שתי כפיות (10 מ""ל) ביום לפני האוכל. יש לנער היטב לפני השימוש.",המוצר ללא גלוטן וללא אלכוהול. מכיל תמצית שמרים ומרכיבים צמחיים.,yes,https://www.moraz.co.il/product/%D7%A1%D7%99%D7%A8%D7%95%D7%A4-%D7%9E%D7%95%D7%9C%D7%98%D7%99-%D7%95%D7%99%D7%98%D7%9E%D7%99%D7%9F/,yes,"CONFIRMED 2026-08-02: package_quantity=250 is the bottle volume in ml -- confirmed directly on the official page, product title states 'SALUS - סירופ מולטי ויטמין 250 מ""ל'. No conversion to servings applied. Ingredient amounts not published (composition listed qualitatively only: vitamins A/C/D/E/B-complex plus herbal extracts) -- still needs a package photo for ingredients.csv. | 2026-08-10: usage_instructions added, source-backed verbatim from the official page (moraz.co.il). Ingredient amounts still qualitative only -- unresolved, left blank. Stays Partial. | 2026-08-12 (DEC-032 DECISION B condition 4): migrated off the informal prose form. The clause ""לא אותר מידע נוסף על אלרגנים ספציפיים בעמוד הרשמי"" is REMOVED from warnings_allergens and replaced by allergen_info_incomplete=yes. 🔴 The real declarations from the moraz page (ללא גלוטן, ללא אלכוהול) are KEPT - the flag composes with them, it does not replace them. This row is the (true, text) state: the manufacturer publishes something, and what is here is all of it. It was the LIVE instance of ISSUE-062 - verified=yes and seeded while carrying the third state undeclared.",yes
superherb-biokid-drops,סופרהרב ביו קיד טיפות.jpg,ביו קיד טיפות,Bio Kid Probiotic Drops,פרוביוטיקה,סופהרב,ילדים,120.90,35,"טיפות פרוביוטיקה לתינוקות וילדים, מכילות את הזן הנחקר Bifidobacterium BB-12, מיוצר על ידי סופהרב.",עיכול,טיפות,8,"מגיל 6 חודשים ומעלה: 6 טיפות, פעם ביום. אין לטפטף ישירות לפה, יש לטפטף לכפית. יש לנער היטב לפני השימוש. לשימוש בתקופה של עד 4 שבועות מרגע הפתיחה.","נשים בהריון, מניקות, ילדים ואנשים הנוטלים תרופות מרשם — יש להיוועץ ברופא. יש להרחיק מהישג ידם של ילדים. יש לאחסן במקום קריר ויבש, הרחק מחום, אור ולחות.",yes,https://www.supherb.co.il/product/%D7%98%D7%99%D7%A4%D7%95%D7%AA-%D7%A4%D7%A8%D7%95%D7%91%D7%99%D7%95%D7%98%D7%99%D7%A7%D7%94-%D7%91%D7%99%D7%95-%D7%A7%D7%99%D7%93/,yes,"REPLACEMENT for the removed centrum-multi-kids row (wrong-SKU: US 80ct Centrum Kids data cited against an Israeli 30ct Centrum Junior package photo). Approved candidate from a 3-candidate comparison (2026-08-10): SupHerb Bio Kid Drops, chosen for filling the empty פרוביוטיקה category, restoring ילדים coverage, single-strain formula (easier full verification), and matching sourcing rigor to the other already-verified SupHerb rows. Image: official product photo pulled live from the manufacturer page (Bio-Kid_packagebottle-hebrew, supherb.co.il/wp-content/uploads/2022/08/), converted from WEBP to JPEG, visually cross-checked against name/brand/8ml/BB-12 strain/dosage form -- exact match confirmed. usage_instructions taken from the package-photo label text (""לגיל שנה ומעלה: 6 טיפות ביום""), which differs slightly from the official page's own usage-tab text found in the prior research pass (""מגיל 6 חודשים ומעלה"") -- the label is treated as the more authoritative accurate-tier source per assets/README.md; this discrepancy is flagged, not silently resolved. CFU/dose amount is NOT in ingredients.csv -- not stated on the official page text or visible on this package photo, so left unconfirmed rather than guessed (third-party retailer figures exist but are not accepted per the sourcing tier). verified intentionally left blank -- Partial, not yes, per explicit instruction. | 2026-08-12 CLOSED to verified=yes (cohort B). FULL RE-SOURCE against the RENDERED page and the official label image LABEL_BIO_KID_DROPS_0325_web-hebrew.jpg. PRICE 99.90 -> 120.90 (page states ₪120.9, no sale markup). SKU confirmed: label reads 8 מ""ל, matching package_quantity. 🔴 USAGE CORRECTED: the row said ""לגיל שנה ומעלה"" — the label says מגיל 6 חודשים ומעלה, 6 טיפות פעם ביום. The row had the age threshold wrong by six months on a product for infants. INGREDIENT AMOUNT SOURCED for the first time: the label states כל 6 טיפות מכילות 1x10^9 (one billion) active Bifidobacterium BB-12 — the CFU figure this row was demoted for lacking in 2026-08-10. Recorded on the label's own 6-drop serving basis. 🔴 ISSUE-061 RE-CONFIRMED CLOSED: the invented ""מכיל חלב"" is absent, and it stays absent. The page and the label both carry כשר חלבי and NOTHING else about milk; the label has no allergen panel at all. allergen_info_incomplete=yes is the honest state — the flag exists so this inference does not have to be made a third time. warnings_allergens now carries the label's REAL warnings (pregnancy/nursing/children/prescription medication -> consult a doctor; keep from children; storage), which the row did not have. Manufacturer shows the item out of stock on its own site; stock_quantity is a STORE fact (DEC-032) and is unaffected.",yes
altman-magnesium-citrate-60,מגנזיום ציטראט של חברת אלטמן.png,"מגנזיום ציטראט 200 מ""ג",Magnesium Citrate 200 mg,מינרלים,אלטמן,,90.70,55,"קפליות המכילות מגנזיום ציטראט 200 מ""ג, מיוצר על ידי אלטמן.",,טבליות,60,"קפליה אחת עד שתיים ביום, עם האוכל.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/magnesium/magnesium-citrate-60/,yes,"SOURCED 2026-08-11 (MILESTONE-004 batch 1). Manufacturer exact-SKU page; package photo confirmed count, dose and Hebrew label before writing. List price taken from the SAME product page (not the category listing) and corroborated by the page-stated per-unit price. Package photo shows ""60 קפליות"" and ""מגנזיום ציטראט 200 מ״ג"". Form on the package is קפליות (caplet), mapped to טבליות per DEC-032's dosage-form table. health_goals left EMPTY: no health claim is stated on the page or package, and vitamin/mineral category norms are not a source.",yes
altman-magnesium-bisglycinate-60,מגנזיום ביסגליצינאט של חברת אלטמן.webp,"מגנזיום ביסגליצינאט 250 מ""ג",Magnesium Bisglycinate 250 mg,מינרלים,אלטמן,,149.90,45,"קפליות המכילות 250 מ""ג מגנזיום מסוג ביסגליצינאט, מיוצר על ידי אלטמן.",אנרגיה,טבליות,60,קפליה אחת ביום אחרי האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/magnesium/magnesium-bisglycinate/,yes,"SOURCED 2026-08-11 (MILESTONE-004 batch 1). Manufacturer exact-SKU page; package photo confirmed count, dose and Hebrew label before writing. List price taken from the SAME product page (not the category listing) and corroborated by the page-stated per-unit price. Package photo shows ""60 קפליות"" and ""250 מ״ג מגנזיום מסוג ביסגליצינאט"". Price confirmed on the product page itself (₪149.90 list) and cross-checked against its stated per-unit ₪1.87 x 60 = ₪112.20 sale. health_goals=אנרגיה is source-backed: the package states ""ולהפחתת עייפות ותשישות"". Form קפליות mapped to טבליות.",yes
altman-vitamin-d-1000-softgel-100,ויטמין D-1000 כמוסות רכות של חברת אלטמן.webp,ויטמין D-1000 כמוסות רכות,Vitamin D-1000 Softgels,ויטמינים,אלטמן,,61.40,60,"כמוסות רכות המכילות 1000 יחב""ל ויטמין D3, מיוצר על ידי אלטמן.",,כמוסות,100,"כמוסה אחת ביום, לפני או אחרי האוכל.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/vms/vitamin-d/vitamin-d-1000-gel-cups/,yes,"SOURCED 2026-08-11 (MILESTONE-004 batch 1). Manufacturer exact-SKU page; package photo confirmed count, dose and Hebrew label before writing. List price taken from the SAME product page (not the category listing) and corroborated by the page-stated per-unit price. Package photo shows ""100 כמוסות רכות"" and ""1000 יחב״ל ויטמין D3"". Form כמוסות רכות (softgel) mapped to כמוסות per DEC-032's table. health_goals left EMPTY: vitamin D and bone health is a category norm, not a claim stated on this page.",yes
altman-vitamin-d-400-drops-15ml,ויטמין D-400 טיפות של חברת אלטמן.webp,ויטמין D-400 טיפות,Vitamin D-400 Drops,ויטמינים,אלטמן,,33.20,50,"טיפות המכילות 400 יחב""ל ויטמין D3 למנה, בטעם תפוז, מיוצר על ידי אלטמן.",,טיפות,15,טיפה אחת ביום או לפי הוראות הרופא. יש לנער היטב לפני השימוש.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/vms/vitamin-d/vitamin-d-400-droplets/,yes,"SOURCED 2026-08-11 (MILESTONE-004 batch 1). Manufacturer exact-SKU page; package photo confirmed count, dose and Hebrew label before writing. List price taken from the SAME product page (not the category listing) and corroborated by the page-stated per-unit price. Package photo shows ""15 מ״ל"" and ""400 יחב״ל"". package_quantity=15 is the bottle VOLUME in ml, not a discrete unit count -- same convention as the existing ecosupp and salus rows. health_goals left EMPTY, no claim stated.",yes
altman-zinc-lozenges-50,אבץ למציצה של חברת אלטמן.webp,אבץ למציצה בתוספת ויטמין C,Zinc Lozenges with Vitamin C,מינרלים,אלטמן,,80.60,65,"קפליות למציצה בטעם לימון המכילות אבץ ציטראט 25 מ""ג וויטמין C 100 מ""ג, מיוצר על ידי אלטמן.",חיזוק חיסון,טבליות,50,"קפליה אחת ביום, למציצה. יש ליטול לפי המינון היומי המומלץ.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן. בתוספת ממתיקים. צריכה מופרזת עלולה לגרום לפעילות מעיים מוגברת.",,https://www.altman.co.il/shop/vms/zink/zinc-citrate-chew-lozenges/,yes,"SOURCED 2026-08-11 (MILESTONE-004 batch 1). Manufacturer exact-SKU page; package photo confirmed count, dose and Hebrew label before writing. List price taken from the SAME product page (not the category listing) and corroborated by the page-stated per-unit price. Package photo shows ""50 קפליות למציצה"", אבץ + ויטמין C, lemon flavour. Price ₪80.60 list confirmed on the product page, per-unit ₪1.21 x 50 = ₪60.50 sale. health_goals=חיזוק חיסון is source-backed: the package states ""אבץ וויטמין C תורמים לתפקוד תקין של המערכת החיסונית"". Form קפליות mapped to טבליות.",yes
altman-probiotic-jarro-dophilus-60,פרוביוטיק ג'ארו דופילוס של חברת אלטמן.webp,פרוביוטיק ג'ארו דופילוס,Probiotic Jarro-Dophilus,פרוביוטיקה,אלטמן,מבוגרים,292.40,40,פרוביוטיקה בטכנולוגיה מתקדמת המכילה תערובת של 8 זני חיידקים פרוביוטיים בכמות של 5 מיליארד חיידקים בכל כמוסה.,עיכול,כמוסות,60,1-2 כמוסות ביום לפני או אחרי האוכל.,מכיל חלב וסויה. ללא גלוטן.,,https://www.altman.co.il/shop/probiotics/digest/probiotic-jarro-dophilus-60/,yes,"Photo-verified: package reads 60 כמוסות and lists the 8 strains; allergen box reads מכיל: חלב, סויה. Price is the LIST price from the page ld+json (₪292.40); the site also shows a 25% promo at ₪219.30, not recorded. Size-selector page family — the 30-capsule SKU is a SEPARATE page at ₪183.40 list; ₪292.40 confirmed against the canonical -60 URL and corroborated by per-unit maths (₪4.87 vs ₪6.11 for the 30).",yes
altman-licorice-60,ליקוריץ של חברת אלטמן.webp,ליקוריץ,Licorice,צמחי מרפא,אלטמן,מבוגרים,141.10,55,"כמוסות צמחיות המכילות מיצוי שורש ליקוריץ מיובש במינון 100 מ""ג בכל כמוסה.",,כמוסות,60,"כמוסה אחת ביום, לפני או אחרי האוכל.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/herbs/formulas/licorice/,yes,"Photo-verified: package reads 60 כמוסות · תמצית שורש ליקוריץ מיובשת · Vegan Friendly · HERBAL line. Single-SKU page. REPLACES Supherb Bio 25, which was sourced for this batch and DROPPED: its page carries no allergen declaration at all, and warnings_allergens is a required non-empty field for a verified row. Reading ""contains milk"" out of the כשר חלבי certification would be inference, not a source statement — the same confirm-or-omit rule that governs price.",yes
altman-ashwagandha-balance-60,אשווגנדה בלאנס של חברת אלטמן.webp,אשווגנדה Balance,Ashwagandha Balance,צמחי מרפא,אלטמן,מבוגרים,221.80,45,"תמצית אשווגנדה נחקרת KSM-66 במינון 600 מ""ג בכל כמוסה, המכילה 5% וויטאנולידים.",,כמוסות,60,כמוסה אחת ביום לפני או אחרי האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/herbs/ashwagandha/ashwagandha/,yes,"Photo-verified: package reads 60 כמוסות · 600 מ""ג תמצית אשווגנדה · KSM-66 · HERBAL line. Single-SKU page, no size selector, so the ld+json price is unambiguous. health_goals left EMPTY — the page names no goal, and ""Balance"" in the product name is a brand word, not a stated claim.",yes
altman-curcumin-c3-60,כורכום C3 של חברת אלטמן.webp,כורכום C3,Turmeric C3,צמחי מרפא,אלטמן,מבוגרים,241.90,35,"קפליות המכילות מיצוי כורכום פטנטי C3 במינון 1000 מ""ג, בשילוב תמצית פלפל שחור פטנטית לשיפור הספיגה. טבעוני.",,טבליות,60,קפליה אחת ביום אחרי האוכל.,לא מכיל גלוטן.,,https://www.altman.co.il/shop/herbs/tumeric/curcumin-c3/,yes,"Photo-verified: package reads 60 קפליות · מיצוי כורכום פטנטי 1000 מ""ג בתוספת ביופרין. dosage_form is טבליות — קפליות maps to TABLET per the DEC-032 mapping table, the third caplet product to use it. Single-SKU page. health_goals left EMPTY — no goal stated on the page.",yes
altman-ginkgo-biloba-120,גינקו בילובה של חברת אלטמן.webp,גינקו בילובה,Ginkgo Biloba,צמחי מרפא,אלטמן,מבוגרים,171.30,50,"תמצית מרוכזת וסטנדרטית 10:1 של עלי גינקו בילובה במינון 240 מ""ג בכל כמוסה.",,כמוסות,120,כמוסה אחת ביום אחרי האוכל.,"מכיל סולפיטים. רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/herbs/formulas/ginkgo-biloba/,yes,"Photo-verified: package reads 120 כמוסות · תמצית עלי גינקו בילובה 240 מ""ג. Single-SKU page. health_goals left EMPTY — the page states no goal; Altman sells a separate memory product (Memo-Rise), so assigning מוח וזיכרון here would be my inference, not theirs.",yes
altman-collagen-boost-powder-81g,קולגן BOOST באבקה של חברת אלטמן.webp,קולגן BOOST חומצה היאלורונית קלאסי באבקה,Collagen BOOST Hyaluronic Acid Classic Powder,חלבונים ואבקות,אלטמן,מבוגרים,181.40,45,"אבקת קולגן עם חומצה היאלורונית, נטולת טעם וריח, מתאימה לערבוב במשקה חם או קר. בכל מנה 2.5 גרם פפטידים ביואקטיביים של קולגן VERISOL ו-120 מ""ג חומצה היאלורונית.",עור ושיער,אבקה,81,"כפית אחת גדושה (2.7 גרם) ליום, עם או בלי האוכל. יש לערבב את האבקה בכוס מים חמים או קרים (כ-200 מ""ל) עד להמסה מלאה.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן. נשים בהריון, נשים מניקות, אנשים הנוטלים תרופות מרשם וילדים - יש להיוועץ ברופא. להרחיק מהישג ידם של ילדים.",,https://www.altman.co.il/shop/beauty/skin-care/collagen-boost-hyaluronic-acid-classic-powder/,yes,"Photo-verified: package reads 81 גרם אבקה · VERISOL קולגן פטנטי · BEAUTY line. 🔴 FIRST אבקה product and FIRST חלבונים ואבקות product — the sixth and last canonical category now has a seeded member. package_quantity is 81 GRAMS here, not a unit count; the field is a bare Int and the unit lives in dosage_form (אבקה) and the description. health_goals עור ושיער is the manufacturer's own placement (/beauty/skin-care/). Single-SKU page, no size selector.",yes
altman-probiotic-intense-30,פרוביוטיק אינטנס של חברת אלטמן.webp,פרוביוטיק Intense,Probiotic Intense,פרוביוטיקה,אלטמן,מבוגרים,136.00,3,"פרוביוטיקה אינטנסיבית לשימוש יומיומי, 25 מיליארד חיידקים בהרכב נחקר, בטכנולוגיית BIO PROTECTOR.",עיכול,כמוסות,30,"כמוסה אחת ביום, לפני או אחרי האוכל. ניתן לפתוח את הכמוסה ולפזר את תכולתה על מזון קר עד פושר.",לא מכיל גלוטן.,,https://www.altman.co.il/shop/probiotics/digest/probiotic-intense-30/,yes,"🔴 LOW-STOCK FIXTURE: stock_quantity 3, below the lowStockThreshold of 5. Deliberate, not an inventory error — see DEC-032. Photo-verified: package reads 30 כמוסות · 25 מיליארד חיידקים · BIO PROTECTOR. Size-selector page family; price cross-checked per DEC-032 — 30 at ₪136.00 = ₪4.53/unit against 60 at ₪231.90 = ₪3.87/unit, larger pack cheaper, so the two prices are consistent with their sizes.",yes
altman-biotin-1000-50,ביוטין של חברת אלטמן.webp,"ביוטין 1000 מק""ג",Biotin 1000 mcg,ויטמינים,אלטמן,מבוגרים,93.70,4,"טבליות קטנות ונוחות לבליעה במינון מחוזק של 1000 מק""ג ביוטין.",עור ושיער,טבליות,50,"טבליה אחת ביום, לפני או אחרי האוכל. יש ליטול לפי המינון היומי המומלץ.","עלול להכיל חיטה ושעורה (גלוטן), חרדל, סויה, שומשום. אריזה זו מכילה צמר גפן וסופח לחות. השגחת מבוגר מומלצת.",,https://www.altman.co.il/shop/beauty/hair-care/biotin/,yes,"🔴 LOW-STOCK FIXTURE: stock_quantity 4, below the lowStockThreshold of 5. Deliberate — see DEC-032. Photo-verified: package reads 50 טבליות · 1000 מק""ג ביוטין. health_goals עור ושיער is stated on the package itself (""ביוטין תורם לשמירה על עור ושיער תקינים""), not inferred. Single-SKU page. Note the allergen line is a MAY-CONTAIN statement and is recorded verbatim as such.",yes
altman-alsepa-omega-3-210,אלספה אומגה 3 של חברת אלטמן.webp,אלספה אומגה 3,Alsepa Omega 3,אומגה ושומנים,אלטמן,מבוגרים,200.60,60,"כמוסות רכות של שמן דגי מי מעמקים, המכילות 300 מ""ג אומגה 3 בכל כמוסה.",,כמוסות,210,1-3 כמוסות ביום אחרי האוכל.,לא מכיל גלוטן. נוגד החמצון די-אלפא טוקופרול הוא ממקור סויה.,,https://www.altman.co.il/shop/omega3/adults-omega3-3/alsepa-210/,yes,"Photo-verified: package reads 210 כמוסות רכות · כמוסות המכילות 300 מ""ג אומגה 3 בכל כמוסה. 🔴 The Alsepa family has UNRELIABLE canonical tags — /alsepa-130-130/ and /alsepa-max-100/ both return a canonical naming a DIFFERENT size. This row uses /alsepa-210/, the one page whose URL and canonical AGREE, and the package photo independently confirms 210. The 130 and MAX SKUs were left unsourced rather than guessed. Softgel maps to כמוסות per the DEC-032 table.",yes
altman-fenugreek-chromium-90,חילבה וכרום של חברת אלטמן.webp,חילבה + כרום,Fenugreek + Chromium,צמחי מרפא,אלטמן,מבוגרים,201.60,0,"מיצוי חילבה בטכנולוגיה ייחודית מופחתת ריח, כרום פיקולינט בספיגה משופרת, תמצית ג'ימנמה וביוטין. כשר למהדרין.",,כמוסות,90,1-2 כמוסות ביום אחרי האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/herbs/formulas/fenugreek-chromium/,yes,"🔴 OUT-OF-STOCK FIXTURE: stock_quantity 0. DELIBERATE — a test fixture living in production data, so the out-of-stock state exists in catalogue and cart, and so MILESTONE-008 can prove INV-01 rollback without hand-editing the database. DO NOT ""correct"" this to a positive number; see DEC-032. Placed in צמחי מרפא, which has four other purchasable products, so no category filter returns only an unbuyable result. Photo-verified: package reads 90 כמוסות · SPECIAL CARE line. Single-SKU page.",yes
altman-cider-vinegar-60,חומץ תפוחים של חברת אלטמן.webp,חומץ תפוחים,Cider Vinegar,צמחי מרפא,אלטמן,מבוגרים,120.90,70,"כמוסות המכילות 450 מ""ג חומץ תפוחים 5%, בתוספת כרום ותמצית ג'ימנמה.",,כמוסות,60,2 כמוסות ליום עם האוכל (מומלץ בוקר וערב).,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/herbs/formulas/cider-vinegar/,yes,"Photo-verified: package reads 60 כמוסות · 450 מ""ג חומץ תפוחים בתוספת כרום וג'ימנמה · HERBAL line. Single-SKU page, no size selector.",yes
altman-curcumin-active-360-30,כורכום 360 אקטיב של חברת אלטמן.webp,כורכום Active 360,Turmeric Active 360,צמחי מרפא,אלטמן,מבוגרים,162.30,25,"תערובת כורכומינואידים ייחודית CuAc360 במינון 850 מ""ג, הכוללת תמצית ואבקת שורש כורכום C3 Complex בתוספת ביופרין לשיפור הספיגה.",,טבליות,30,"קפליה אחת ביום, אחרי האוכל.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/herbs/tumeric/curcumin-active-360/,yes,"Photo-verified: package reads 30 קפליות · תערובת כורכומינואידים C3 Complex בתוספת ביופרין · MEN line. dosage_form טבליות per the DEC-032 caplet mapping. Single-SKU page. Distinct from altman-curcumin-c3-60 (batch 2): different blend (CuAc360 850mg vs C3 1000mg), different count, different page.",yes
altman-multi-vitamin-women-60,מולטי ויטמין לנשים של חברת אלטמן.webp,מולטי ויטמין לנשים,Multivitamin for Women,ויטמינים,אלטמן,מבוגרים,146.10,85,"מולטי ויטמין בפורמולה שפותחה עבור נשים, המשלב ויטמינים ומינרלים להשלמה תזונתית מקיפה, בתוספת ג'ינסנג וקואנזים Q10.",,טבליות,60,קפליה אחת ביום אחרי האוכל. מומלץ לא ליטול לפני השינה.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/multi-vitamins/women-multi-vitamins/multi-vitamin-for-women/,yes,"Photo-verified: package reads 60 קפליות · ג'ינסנג + קואנזים Q10. Size-selector page (45/60); the selected option on this URL is 60 קפליות and the price was cross-checked per DEC-032 — 60 at ₪2.435/unit against 45 at ₪2.462/unit, larger pack cheaper. Only the first six of the multivitamin's ~20 declared nutrients are recorded as ingredient rows; the rest are on the page and can be added later without re-sourcing.",yes
altman-iron-comfort-30,ברזל קומפורט של חברת אלטמן.webp,ברזל COMFORT,Iron Comfort,מינרלים,אלטמן,מבוגרים,141.10,40,"אבקה במנות אישיות המכילה ברזל פטנטי קל לעיכול בטכנולוגיית Sucrosomial iron, בתוספת ויטמין C. נמסה בקלות בפה.",,אבקה,30,"אריזה אישית אחת ביום לפני או אחרי האוכל. יש לפתוח את השקית ולרוקן את תוכנה ישירות לתוך הפה, על הלשון, ולבלוע.",לא מכיל גלוטן.,,https://www.altman.co.il/shop/iron/sideral/iron-comfort/,yes,"Photo-verified: package reads 30 אריזות אישיות · SiderAL · ללא גלוטן · vegan. SECOND אבקה product. 🔴 Category is מינרלים, not חלבונים ואבקות, applying this batch's rule: category follows the ACTIVE (iron is a mineral), dosage_form carries the delivery format (אבקה). package_quantity 30 counts SACHETS. Size-selector page; price cross-checked per DEC-032 — 30 at ₪4.703/unit against 60 at ₪3.998/unit, larger pack cheaper.",yes
